year,t,infections,cins,cancers,cancer_deaths,reinfections,reactivations,n_susceptible,n_infectious,n_inactive,n_normal,n_cin,n_cancerous,n_infected,n_abnormal,n_latent,n_precin,n_screened,n_cin_treated,n_cancer_treated,n_vaccinated,n_tx_vaccinated,hpv_incidence,cin_incidence,cancer_incidence,births,other_deaths,migration,asr_cancer_incidence,asr_cancer_mortality,new_vaccinated,cum_vaccinated,new_doses,cum_doses,new_txvx_doses,new_tx_vaccinated,cum_txvx_doses,cum_tx_vaccinated,new_screens,new_screened,new_cin_treatments,new_cin_treated,new_cancer_treatments,new_cancer_treated,cum_screens,cum_screened,cum_cin_treatments,cum_cin_treated,cum_cancer_treatments,cum_cancer_treated,cancer_mortality,n_alive,cdr,cbr,hpv_prevalence,precin_prevalence,cin_prevalence,Seed
1990,10,30390384.5,193139.7227,13162.865966796875,3515.7228393554688,25676730.5,0,190490576,24207606,73717.67188,54454380,816772.625,73717.67188,24281326,890490.25,0,10123565,0,0,0,0,0,0.039884367,0.00742152,49.17510950265367,783865.5582750001,657777.625,79877.22230000001,44.43934977668587,11.938186952626431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.098304937360385,54454380,0.012079425475049022,0.014394903739148257,0.4445483724174254,0.094291805,0.030429978117102116,0
1991,11,28583164,199918.0391,13922.26172,5062.640563964844,24227268,0,193116400,23346732,81958.53125,54571248,856992.5,81958.53125,23428690,938951.0625,0,9555312,0,0,0,0,0,0.037002507,0.007686842,51.98198786292453,779646.6909,689447.25,166785.8902,46.254746408367716,16.493741962115244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.84487339859258,54571248,0.012633891935181692,0.014286766740243874,0.4278211119525799,0.088920319,0.031900181,0
1992,12,26875223.5,174239.2148,15103.54492,7003.3184814453125,22905326.5,0,195600464,22425784,89214.98438,54688644,867877.1875,89214.98438,22514996,957092.25,0,9013272,0,0,0,0,0,0.034349642,0.006693217,56.33366000333545,769802.6670250001,649396.1875,116440.73955000001,48.63789758888369,22.29021644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.034557961804705,54688644,0.011874424743462281,0.014076097169734179,0.4100629008099012,0.083766201,0.032262989326502525,0
1993,13,25232143.5,170104.7188,14062.890869140625,7059.5699462890625,21574780,0,198070752,21464048,95177.64844,54815716,870071,95177.64844,21559226,965248.625,0,8493564,0,0,0,0,0,0.031847387,0.006539835,52.501984415579024,749270.8458,690291,175504.88280000002,45.67416165903215,22.638024852849167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.262671381025463,54815716,0.012592939586887819,0.013668905570803818,0.3915674110687526,0.078993367,0.032367961,0
1994,14,23860281.5,163551.4141,15581.683837890625,9225.255493164062,20404241,0,199998208,20612458,100887.1875,54905572,876905.625,100887.1875,20713344,977792.75,0,8005103,0,0,0,0,0,0.029825619112547247,0.006283253,58.12812938,738020.5328,644249.125,103784.13742500001,51.622724568130046,29.522234797756404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.28616433505178,54905572,0.011733765837099374,0.013441632714435613,0.3754165059968777,0.074378503,0.032590675,0
1995,15,22814650,174548.5898,13641.004638671875,9422.135986328125,19396411,0,202089360,19800324,103812.2734,55057148,895946.625,103812.2734,19904136,999758.9375,0,7578942,0,0,0,0,0,0.028223468,0.006692057,50.75706843357488,721145.0633,678112.625,207287.017,43.95050520260591,29.32122841529541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.92409765888169,55057148,0.012316522915425987,0.013098118763797937,0.3596322134230418,0.070230283,0.033209166,0
1996,16,21846588,155957.4531,15806.68945,9844.022949,18441315,0,203785344,19152418,108424.9063,55194624,892402.875,108424.9063,19260844,1000827.813,0,7219044.5,0,0,0,0,0,0.026800980349205094,0.005965817,58.70457728323106,721426.3211,661687.125,176629.91410000002,51.381928659575856,29.49547396843468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.41315888454499,55194624,0.011988253149437163,0.013070590373529856,0.3469978887798928,0.06675833,0.033010089,0
1997,17,20904543,148504.125,14878.538818359375,10715.922119140625,17684815.5,0,205525216,18515398,111068.7266,55355360,873727.3125,111068.7266,18626466,984796.0625,0,6884037.5,0,0,0,0,0,0.025428197336136115,0.005659947,55.10491709573848,716363.6803,644924.125,179161.2345,47.73058859264741,32.25245633176997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.52544525885454,55355360,0.011650617483112746,0.012941180046069613,0.33448247830020433,0.063479056,0.032227242,0
1998,18,20002887.5,137985.0781,15497.30615234375,11840.953857421875,16835642.5,0,207147504,17924618,113684.4297,55519280,852323.6875,113684.4297,18038302,966008.125,0,6619290.5,0,0,0,0,0,0.024140874,0.005238486,57.22938866266488,706800.9142250001,637470.875,189005.25840000002,48.97458352494832,35.308786701826776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.54418245,55519280,0.011481973019102552,0.012730729,0.3228539347052051,0.060854809,0.031343538,0
1999,19,19605187,137281.9375,14569.154541015625,11081.55810546875,16358798,0,208637040,17468022,116131.3672,55744928,829373,116131.3672,17584154,945504.375,0,6408515.5,0,0,0,0,0,0.023491978,0.005184451,53.577260953663014,690769.2182000001,655724.5,277882.73110000003,45.61097285697371,32.20278705253007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.57852039098407,55744928,0.011762944603677666,0.012391606608586885,0.3133562572724105,0.058666857678694506,0.030370033592679552,0
2000,20,19460678.5,141219.5469,14287.89697265625,12769.104736328125,16140682.25,0,210043616,17093302,116103.2422,55983044,824197.875,116103.2422,17209406,940301.125,0,6238889,0,0,0,0,0,0.023162663629824387,0.005308346,52.31477559738371,671924.9439,627373.6875,285195.4346,44.438911696447256,37.94845401883003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.55584287744515,55983044,0.011206494729011163,0.012002293836058647,0.30532998527196914,0.056867090922097095,0.030050052498401057,0
2001,21,18977139,133456.8301,14372.27441,11953.45654296875,15626992.5,0,211401808,16771262,117312.6484,56236264,814775.6875,117312.6484,16888574,932088.375,0,6087572,0,0,0,0,0,0.022442025,0.004991862,52.391716149463406,662362.1779,630833.125,313321.21705000004,43.191929072945996,34.45643383809419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.38877193509853,56236264,0.011217550387059851,0.011778203791685024,0.29822859498632415,0.055241819,0.029574807,0
2002,22,18862554.5,117312.6211,13697.255126953125,12122.212646484375,15501074.25,0,212681248,16555313,117228.2656,56497812,786734.3125,117228.2656,16672541,903962.625,0,6005473,0,0,0,0,0,0.022172329,0.004363778,49.71279937,663768.4670000001,643377.25,335259.3274,41.90472805598493,33.586258477373065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.80994495947046,56497812,0.011387648958865876,0.011748569431325944,0.2930257369966823,0.054259781,0.028432752281694812,0
2003,23,18709748.5,118212.6582,14794.16064453125,13641.004638671875,15320225.25,0,214032976,16338604,116806.3828,56789184,772699.5625,116806.3828,16455409,889505.875,0,5910661,0,0,0,0,0,0.021853815,0.004371877,53.41771771047432,687675.3821,646864.8125,339196.937,45.22533894900668,37.81072326390277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.04712354654439,56789184,0.011390634,0.012109266830194285,0.28770626462954635,0.053130419640588726,0.027782917688376523,0
2004,24,18688597,129153.5859,13781.632568359375,12965.985595703125,15259191.25,0,215399616,16187934,116440.75,57105036,760493,116440.75,16304375,876933.6875,0,5865294,0,0,0,0,0,0.021690611,0.004747843,49.491198611449285,706238.3985750001,607995,310227.38097500004,41.89078503731564,36.599233718662255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.36824118729981,57105036,0.010646959403020077,0.012367357558009422,0.2834764695709149,0.052437850716984834,0.027196330417750207,0
2005,25,18773649.5,128225.4355,13472.24902,12234.71484,15161482.75,0,216994336,16177050,116468.875,57526476,748708.3125,116468.875,16293519,865177.125,0,5854100,0,0,0,0,0,0.021629193008060817,0.004675759,48.019668892868445,712988.5863750001,586422.5,389542.08762500004,39.13634561668008,32.95120390423018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.4283907,57526476,0.010193958,0.012394094614365046,0.28121051600657754,0.051949339,0.026576178952993235,0
2006,26,18974974,124597.2148,13078.48828,12572.225341796875,15321097,0,218618880,16232849,115371.9688,57992660,747020.6875,115371.9688,16348222,862392.75,0,5855422,0,0,0,0,0,0.021698691,0.004505678,46.23820486076471,736895.5015,604451.125,430043.2144,37.37094844595275,34.30379925026301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.267778718442166,57992660,0.010422890155409323,0.012706703,0.27991213025924316,0.051543485,0.026303177,0
2007,27,18930901,127409.7871,14034.763427734375,12487.84766,15270751.5,0,220519056,16160005,115962.6172,58474764,737795.5,115962.6172,16275967,853758.125,0,5852581,0,0,0,0,0,0.021461751813412443,0.004567946,49.22065481272866,760521.1588000001,576466,388135.79850000003,39.69550712267553,32.456068173728966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.61815034659179,58474764,0.009858372,0.013005972265232231,0.2763586185657799,0.051105436,0.025770073378443694,0
2008,28,19015531,123500.2949,13837.883544921875,12431.59619140625,15278120.25,0,222397872,16195809,115850.1094,58989448,731748.4375,115850.1094,16311660,847598.5,0,5859191,0,0,0,0,0,0.021375576606236592,0.004388029,48.1138322,780490.4643750001,615729.625,449168.7465,39.77795932760334,31.51116513370112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.05080919382889,58989448,0.010437962141974951,0.013231018272539185,0.27455434063393847,0.050726172,0.025340561160176654,0
2009,29,19147665.5,122797.166,12656.600830078125,12994.11181640625,15467491.25,0,224381856,16087778,114134.4453,59480740,719373.0625,114134.4453,16201913,833507.5,0,5819251.5,0,0,0,0,0,0.021333794,0.004325363,43.65058341069527,779646.6909,584172.5,391229.63457500003,35.564345548586225,33.98642841076801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.63889191107315,59480740,0.009821204,0.013107548609852535,0.27047037410765234,0.049977433,0.024712744383291223,0
2010,30,19033053,128703.5684,13134.73828,12290.966552734375,15393746,0,226557104,15999294,113290.6641,59982336,717432.4375,113290.6641,16112586,830723.125,0,5757178.5,0,0,0,0,0,0.021002489729918156,0.004494656,44.92206893504982,793709.5822,557931.125,360572.5317,36.82165769667168,31.037631676106848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.87404118110525,59982336,0.00930159,0.013232388651052203,0.26673342632070884,0.049035267,0.024442175,0
2011,31,18982033.5,110674.9375,12881.60645,12009.709228515625,15347563.75,0,228585824,16033945,112868.7734,60521136,706210.25,112868.7734,16146813,819079,0,5789748,0,0,0,0,0,0.020760291657456412,0.00382978,43.678527829105526,796240.9025750001,549296.5,381948.12635000004,35.74852003972579,30.977948501531984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.56687322,60521136,0.00907611,0.013156410391487034,0.2649313291145097,0.048892102,0.023854650542210837,0
2012,32,19004055.5,118015.7715,13022.235595703125,12515.973388671875,15340701.25,0,230528192,15998986,111856.25,61013088,695747.4375,111856.25,16110841,807603.6875,0,5754816,0,0,0,0,0,0.020609253,0.004049931,43.810385225762005,799615.9965,580881.75,369291.52422500006,37.369886341532464,31.795623551532746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.949318133338096,61013088,0.009520609,0.013105647045351975,0.2622221973095346,0.048220502,0.023319105665851318,0
2013,33,18850658,125919.123,13106.61376953125,12122.212158203125,15287290.25,0,232367616,15916970,111237.4844,61452476,694341.125,111237.4844,16028208,805578.6875,0,5714033.5,0,0,0,0,0,0.020281072643100147,0.004288976,43.773504008244636,768677.6357250001,577591,338634.42130000005,37.53379577927873,29.726046635323886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.33594428148049,61452476,0.009398987,0.012508489254769817,0.2590126718409198,0.047532772,0.02310379,0
2014,34,18729126,122459.6445,12937.859130859375,13022.237060546875,15189047.25,0,234300688,15834676,109887.4375,61913900,691247.25,109887.4375,15944562,801134.75,0,5684923.5,0,0,0,0,0,0.019984070640031583,0.004138881,42.88464425156613,762771.2214,582878.6875,368166.4929,37.18555803092984,31.293870605116915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.00767756806637,61913900,0.009414343,0.012319870358675516,0.2557531668979018,0.046938048,0.022829363887009506,0
2015,35,18580706.5,134019.3438,14119.1416,12094.08594,15077162.75,0,236474816,15760084,110253.0781,62438760,700528.8125,110253.0781,15870338,810781.875,0,5656235.5,0,0,0,0,0,0.019643431,0.004492672,46.412588877777395,760802.4166250001,631283.125,489388.6155000001,39.10600360320437,29.42306435574749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.61224018531348,62438760,0.010110436610208147,0.012184777798678258,0.25240866410543705,0.046315232,0.022944698525284836,0
2016,36,18375528.5,114921.9355,12150.33642578125,12065.960693359375,14893923.25,0,238790976,15715280,109268.6719,62979388,699010.0625,109268.6719,15824550,808278.75,0,5626618.5,0,0,0,0,0,0.019238089,0.003820434,39.61557941363011,757989.8384,619892.25,493888.7407,34.20694312601094,28.705045621361396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.20081759071554,62979388,0.00984278,0.012035522,0.249530529,0.045700473,0.022709974489820782,0
2017,37,18341160.5,115878.2012,11756.57568359375,11194.06152,14849737,0,240910256,15678491,108509.2813,63499572,680672,108509.2813,15787000,789181.3125,0,5640935,0,0,0,0,0,0.019033188,0.003818318,38.02239476163909,739989.3376,645571.0625,514983.07757500006,32.25209151994094,26.991496712718998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.07654115802643,63499572,0.010166542,0.011653453940996641,0.24690703427103414,0.045449416,0.021936891602481887,0
2018,38,18405623,116215.7207,13219.116455078125,11419.06738,14834886.75,0,242606240,15716321,108903.0391,63936620,679772,108903.0391,15825223,788675.0625,0,5634044,0,0,0,0,0,0.01896656,0.003802232,42.45605647913738,717488.7115750001,663599.6875,471669.3725,37.10380149837358,27.229558195670148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.54698009215104,63936620,0.010379023593990424,0.011221874280733015,0.24581094527674438,0.045079709,0.021756254620754107,0
2019,39,18226547.5,119450.1836,13078.488037109375,11165.935302734375,14744940.25,0,244178464,15624433,109549.9297,64324092,683372.0625,109549.9297,15733984,792922.0625,0,5596664.5,0,0,0,0,0,0.018661092384461883,0.003884648,41.75346519679862,700613.2420750001,639017.75,410917.68232500006,36.413763825958604,26.39637942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.52334339632737,64324092,0.009934345,0.010891925875533542,0.2429017264635465,0.044513117,0.021740821,0
