measure,quantile,infections,cancers,group,n_ranked,n_infections,n_cancers,cancers_unattributed_frac,spearman_theta_vs_rships,spearman_theta_vs_rship_rate,Seed
downstream_gen0,0.1,0.24615405700580895,0.29557885672044254,all,441854,2171963159.475586,543221.304309845,0.23293986635203368,0.26718300003305734,0.4574082809185735,5
downstream_gen1,0.1,0.4413852133026661,0.455619372697202,all,441854,2171963159.475586,543221.304309845,0.23293986635203368,0.26718300003305734,0.4574082809185735,5
downstream_gen2,0.1,0.5597321686712564,0.5766453627263811,all,441854,2171963159.475586,543221.304309845,0.23293986635203368,0.26718300003305734,0.4574082809185735,5
downstream_gen3,0.1,0.6489601839603228,0.6461694938074364,all,441854,2171963159.475586,543221.304309845,0.23293986635203368,0.26718300003305734,0.4574082809185735,5
downstream_gen0,0.2,0.37488584283900506,0.43428964256642416,all,441854,2171963159.475586,543221.304309845,0.23293986635203368,0.26718300003305734,0.4574082809185735,5
downstream_gen1,0.2,0.6164473697751394,0.6305096891462129,all,441854,2171963159.475586,543221.304309845,0.23293986635203368,0.26718300003305734,0.4574082809185735,5
downstream_gen2,0.2,0.7357615730288035,0.7472157302687578,all,441854,2171963159.475586,543221.304309845,0.23293986635203368,0.26718300003305734,0.4574082809185735,5
downstream_gen3,0.2,0.8131342411551259,0.8051300071223664,all,441854,2171963159.475586,543221.304309845,0.23293986635203368,0.26718300003305734,0.4574082809185735,5
gini,,0.10350744953955138,,all,441854,2171963159.475586,543221.304309845,0.23293986635203368,0.26718300003305734,0.4574082809185735,5
direct,0.01,0.061974353244969894,0.08281728479074515,all,441674,2137671532.2675781,542686.9163703918,0.23840376128383117,0.2688373671412706,0.46015286301046915,6
direct,0.02,0.09439837552258955,0.1223545423613474,all,441674,2137671532.2675781,542686.9163703918,0.23840376128383117,0.2688373671412706,0.46015286301046915,6
direct,0.05,0.16376719601365564,0.20523987750935693,all,441674,2137671532.2675781,542686.9163703918,0.23840376128383117,0.2688373671412706,0.46015286301046915,6
direct,0.1,0.24710270467351866,0.2992174208914597,all,441674,2137671532.2675781,542686.9163703918,0.23840376128383117,0.2688373671412706,0.46015286301046915,6
direct,0.2,0.3730352281102877,0.4330044232732222,all,441674,2137671532.2675781,542686.9163703918,0.23840376128383117,0.2688373671412706,0.46015286301046915,6
direct,0.5,0.6519226728030861,0.6953385505273902,all,441674,2137671532.2675781,542686.9163703918,0.23840376128383117,0.2688373671412706,0.46015286301046915,6
downstream_gen0,0.01,0.06277052174758507,0.0839061004006842,all,441674,2137671532.2675781,542686.9163703918,0.23840376128383117,0.2688373671412706,0.46015286301046915,6
downstream_gen1,0.01,0.128566042912488,0.13718953856101995,all,441674,2137671532.2675781,542686.9163703918,0.23840376128383117,0.2688373671412706,0.46015286301046915,6
downstream_gen2,0.01,0.1791839522805031,0.19510040343839632,all,441674,2137671532.2675781,542686.9163703918,0.23840376128383117,0.2688373671412706,0.46015286301046915,6
